Region,Issues,Minor,MinorTimestamp,Major,MajorTimestamp,ClosingEmbassies
"World Simulator","WFE, Embassies",2628,"0:43:48",3942,"1:05:42",False
"New Asgardian Order","Embassies",2628,"0:43:48",3943,"1:05:43",False
"Syndicals of the Milky Way and Andromeda","RO",2629,"0:43:49",3944,"1:05:44",False
"accommodate","RO, Embassies",2632,"0:43:52",3948,"1:05:48",False
"Les Invisibles","WFE, Embassies",2638,"0:43:58",3957,"1:05:57",False
"Devious Tyrant","RO",2640,"0:44:00",3960,"1:06:00",False
"Penguin","RO, Embassies",2644,"0:44:04",3966,"1:06:06",False
"The amazing turtle men","Embassies",2645,"0:44:05",3967,"1:06:07",False
"abracadabra","RO, Embassies",2645,"0:44:05",3967,"1:06:07",False
"World of Final Fantasy","WFE, Embassies",2645,"0:44:05",3967,"1:06:07",False
"abbreviates","WFE, RO, Embassies",2645,"0:44:05",3967,"1:06:07",False
"GeoGang","RO",2649,"0:44:09",3974,"1:06:14",False
"Hunters For Hire","Embassies",2755,"0:45:55",4132,"1:08:52",False
"The Greater Imperial Realm","WFE, RO, Embassies",2760,"0:46:00",4140,"1:09:00",False
"Eternal Universe","Embassies",2761,"0:46:01",4141,"1:09:01",False
"acceleration","RO, Embassies",2761,"0:46:01",4141,"1:09:01",False
"RegioneNordAlpina","RO",2761,"0:46:01",4141,"1:09:01",False
"Freegion","RO, Embassies",2767,"0:46:07",4150,"1:09:10",False
"abnegated","WFE, RO, Embassies",2768,"0:46:08",4151,"1:09:11",False
"The Greatest Colonies","Embassies",2768,"0:46:08",4151,"1:09:11",False
"accelerant","WFE, RO, Embassies",2768,"0:46:08",4152,"1:09:12",False
"The Northern States of Basldrykh","WFE, Embassies",2769,"0:46:09",4153,"1:09:13",False
"Corruption","WFE, RO, Embassies",2769,"0:46:09",4153,"1:09:13",False
"United Maka Soviet Socialist Republics","WFE, RO, Embassies",2769,"0:46:09",4153,"1:09:13",False
"Greater Cinia","RO",2769,"0:46:09",4153,"1:09:13",False
"This Decrepit Hole Here","RO",2771,"0:46:11",4156,"1:09:16",False
"Lennart","RO, Embassies",2772,"0:46:12",4157,"1:09:17",False
"npa","RO, Embassies",2772,"0:46:12",4157,"1:09:17",False
"SupremeLords","RO, Embassies",2772,"0:46:12",4158,"1:09:18",False
"West Capitalist Agreement","WFE, Embassies",2774,"0:46:14",4160,"1:09:20",False
"The Goose Pond","Embassies",2774,"0:46:14",4160,"1:09:20",False
"Realm of king","WFE, RO, Embassies",2774,"0:46:14",4160,"1:09:20",False
"Squidqaulity","WFE, Embassies",2774,"0:46:14",4160,"1:09:20",False
"Region of Federations","WFE, RO, Embassies",2775,"0:46:15",4162,"1:09:22",False
"Kronk","RO",2775,"0:46:15",4162,"1:09:22",False
"Eolor","WFE, Embassies",2775,"0:46:15",4162,"1:09:22",False
"DARKSTARIA","RO, Embassies",2775,"0:46:15",4162,"1:09:22",False
"The Poors","WFE, RO, Embassies",2776,"0:46:16",4164,"1:09:24",False
"The Holy Bonzaii","RO, Embassies",2776,"0:46:16",4164,"1:09:24",False
"Syncretic Church of the New Order of Jer","RO",2778,"0:46:18",4167,"1:09:27",False
"Coral Reef 1","RO, Embassies",2779,"0:46:19",4168,"1:09:28",False
"Steliante Reich","WFE, RO, Embassies",2780,"0:46:20",4171,"1:09:31",False
"The Greater Commonwealth","WFE, Embassies",2780,"0:46:20",4171,"1:09:31",False
"Izmenistan","RO",2781,"0:46:21",4172,"1:09:32",False
"Kingdom of Aragon","RO",2783,"0:46:23",4175,"1:09:35",False
"Ilhas da Saudade","Embassies",2784,"0:46:24",4176,"1:09:36",False
"Airspace","WFE, RO, Embassies",2784,"0:46:24",4177,"1:09:37",True
"Abigail","RO",2786,"0:46:26",4180,"1:09:40",False
"The ceptic states","WFE",2791,"0:46:31",4187,"1:09:47",False
"DiscordBurg and Friends","WFE, RO, Embassies",2822,"0:47:02",4233,"1:10:33",False
"You Just Got Raided","WFE, RO, Embassies",2826,"0:47:06",4239,"1:10:39",False
"The Vastara System","RO",2827,"0:47:07",4240,"1:10:40",False
"Asian Archipelago","WFE, RO, Embassies",2827,"0:47:07",4240,"1:10:40",False
"acceptors","WFE, Embassies",2829,"0:47:09",4243,"1:10:43",False
"absentmindedly","WFE",2833,"0:47:13",4250,"1:10:50",False
"SpacePizza Coralation","Embassies",2837,"0:47:17",4256,"1:10:56",False
"Enewetak Atoll","WFE, RO, Embassies",2838,"0:47:18",4257,"1:10:57",False
"Paradoxical","WFE, RO, Embassies",2843,"0:47:23",4265,"1:11:05",False
"The League of Based Nations","Embassies",2855,"0:47:35",4282,"1:11:22",False
"Free Ancapistan","Embassies",2855,"0:47:35",4282,"1:11:22",True
"accidents","WFE, Embassies",2855,"0:47:35",4282,"1:11:22",False
"communist space union","RO, Embassies",2857,"0:47:37",4286,"1:11:26",False
"Kronos","WFE, RO, Embassies",2857,"0:47:37",4286,"1:11:26",True
"Hat","WFE, RO, Embassies",2859,"0:47:39",4289,"1:11:29",False
"The Mosqe Army","WFE, Embassies",2860,"0:47:40",4290,"1:11:30",False
"madjack","WFE, RO, Embassies",2861,"0:47:41",4291,"1:11:31",False
"Somewhere Out There","RO",2867,"0:47:47",4300,"1:11:40",False
"The Free Lands of Mirth","WFE, RO, Embassies",2867,"0:47:47",4300,"1:11:40",False
"Socialist Assembly","RO, Embassies",2874,"0:47:54",4311,"1:11:51",False
"The Confederacy of Untied States","RO",2877,"0:47:57",4315,"1:11:55",False
"The New tarlaian imperium","RO",2885,"0:48:05",4327,"1:12:07",False
"Somewhere over the Rainbow","RO, Embassies",2894,"0:48:14",4341,"1:12:21",False
"Confederation of New lands","RO",2896,"0:48:16",4344,"1:12:24",False
"The Union of Lundic Protectorates","WFE, Embassies",2896,"0:48:16",4344,"1:12:24",False
"Anniki","RO, Embassies",2896,"0:48:16",4345,"1:12:25",False
"The United Island Nations","RO",2898,"0:48:18",4348,"1:12:28",False
"Confederation of Recklessness","WFE, RO, Embassies",2901,"0:48:21",4351,"1:12:31",False
"STREAMGATE France","RO",2901,"0:48:21",4351,"1:12:31",False
"Northwood","RO",2903,"0:48:23",4354,"1:12:34",False
"Collective Security Treaty Organization","WFE",2903,"0:48:23",4354,"1:12:34",False
"The Unholy Alliance","RO",2904,"0:48:24",4356,"1:12:36",False
"United Socialist Archipelago","WFE, Embassies",2904,"0:48:24",4356,"1:12:36",False
"aga","WFE, Embassies",2905,"0:48:25",4357,"1:12:37",False
"ZONGUO","RO",2905,"0:48:25",4357,"1:12:37",False
"Anontia","WFE, Embassies",2905,"0:48:25",4358,"1:12:38",False
"Lothal","RO, Embassies",2907,"0:48:27",4360,"1:12:40",False
"DennistanRepublic","WFE, RO, Embassies",2908,"0:48:28",4362,"1:12:42",False
"The Star Wars Empire","RO",2909,"0:48:29",4363,"1:12:43",False
"Grand Chaos Treaty Organization","WFE, Embassies",2909,"0:48:29",4364,"1:12:44",False
"ISB TOK","WFE, Embassies",2909,"0:48:29",4364,"1:12:44",False
"King of the Hill","WFE, RO, Embassies",2910,"0:48:30",4365,"1:12:45",False
"Engiwa and authoritarian","RO, Embassies",2911,"0:48:31",4366,"1:12:46",False
"The Heart of Darkslayer","Embassies",2920,"0:48:40",4380,"1:13:00",False
"Philonia","RO",2921,"0:48:41",4381,"1:13:01",False
"Ben","Embassies",3052,"0:50:52",4578,"1:16:18",True
"Snz World","WFE, RO, Embassies",3054,"0:50:54",4582,"1:16:22",False
"The Boy Band","RO, Embassies",3054,"0:50:54",4582,"1:16:22",False
"abdicates","RO, Embassies",3056,"0:50:56",4585,"1:16:25",False
"I N G S O C C","Embassies",3058,"0:50:58",4587,"1:16:27",False
